i exec;duracao (ms);hora início;hora fim
1;31.283140182495117;2019-10-08 01:11:51.302647;2019-10-08 01:11:51.333931
2;78.05776596069336;2019-10-08 01:11:51.365183;2019-10-08 01:11:51.443240
3;31.2807559967041;2019-10-08 01:11:51.474484;2019-10-08 01:11:51.505764
4;31.19182586669922;2019-10-08 01:11:51.537019;2019-10-08 01:11:51.568211
5;31.19683265686035;2019-10-08 01:11:51.599500;2019-10-08 01:11:51.630696
6;31.24070167541504;2019-10-08 01:11:51.677563;2019-10-08 01:11:51.708804
7;46.86450958251953;2019-10-08 01:11:51.740045;2019-10-08 01:11:51.786909
8;78.06658744812012;2019-10-08 01:11:51.833815;2019-10-08 01:11:51.911881
9;46.86403274536133;2019-10-08 01:11:51.958747;2019-10-08 01:11:52.005611
10;78.10783386230469;2019-10-08 01:11:52.036853;2019-10-08 01:11:52.114961
