i exec;duracao (ms);hora início;hora fim
1;0.0;2019-10-08 01:01:42.693218;2019-10-08 01:01:42.693218
2;0.0;2019-10-08 01:01:42.708792;2019-10-08 01:01:42.708792
3;0.0;2019-10-08 01:01:42.708792;2019-10-08 01:01:42.708792
4;0.0;2019-10-08 01:01:42.724414;2019-10-08 01:01:42.724414
5;0.0;2019-10-08 01:01:42.724414;2019-10-08 01:01:42.724414
6;0.0;2019-10-08 01:01:42.740072;2019-10-08 01:01:42.740072
7;15.62047004699707;2019-10-08 01:01:42.740072;2019-10-08 01:01:42.755693
8;0.0;2019-10-08 01:01:42.755693;2019-10-08 01:01:42.755693
9;15.583276748657227;2019-10-08 01:01:42.755693;2019-10-08 01:01:42.771276
10;0.0;2019-10-08 01:01:42.771276;2019-10-08 01:01:42.771276
