i exec;duracao (ms);hora início;hora fim
1;0.0;2019-10-08 01:11:50.787180;2019-10-08 01:11:50.787180
2;0.0;2019-10-08 01:11:50.787180;2019-10-08 01:11:50.787180
3;0.0;2019-10-08 01:11:50.912164;2019-10-08 01:11:50.912164
4;0.0;2019-10-08 01:11:50.912164;2019-10-08 01:11:50.912164
5;0.0;2019-10-08 01:11:50.959038;2019-10-08 01:11:50.959038
6;0.0;2019-10-08 01:11:50.974648;2019-10-08 01:11:50.974648
7;0.0;2019-10-08 01:11:51.021515;2019-10-08 01:11:51.021515
8;0.0;2019-10-08 01:11:51.037135;2019-10-08 01:11:51.037135
9;0.0;2019-10-08 01:11:51.037135;2019-10-08 01:11:51.037135
10;0.0;2019-10-08 01:11:51.052755;2019-10-08 01:11:51.052755
