i exec;duracao (ms);hora início;hora fim
1;46.86999320983887;2019-10-08 01:32:43.924571;2019-10-08 01:32:43.971441
2;62.48831748962402;2019-10-08 01:32:44.018301;2019-10-08 01:32:44.080789
3;46.85473442077637;2019-10-08 01:32:44.127656;2019-10-08 01:32:44.174511
4;62.48760223388672;2019-10-08 01:32:44.221375;2019-10-08 01:32:44.283863
5;62.44611740112305;2019-10-08 01:32:44.315100;2019-10-08 01:32:44.377546
6;62.47711181640625;2019-10-08 01:32:44.424457;2019-10-08 01:32:44.486934
7;124.91917610168457;2019-10-08 01:32:44.533809;2019-10-08 01:32:44.658728
8;93.72448921203613;2019-10-08 01:32:44.721216;2019-10-08 01:32:44.814941
9;46.85211181640625;2019-10-08 01:32:44.877479;2019-10-08 01:32:44.924331
10;62.47901916503906;2019-10-08 01:32:44.971203;2019-10-08 01:32:45.033682
