i exec;duracao (ms);hora início;hora fim
1;0.0;2019-10-08 01:11:51.115241;2019-10-08 01:11:51.115241
2;15.572071075439453;2019-10-08 01:11:51.115241;2019-10-08 01:11:51.130813
3;0.0;2019-10-08 01:11:51.146438;2019-10-08 01:11:51.146438
4;0.0;2019-10-08 01:11:51.162059;2019-10-08 01:11:51.162059
5;0.0;2019-10-08 01:11:51.162059;2019-10-08 01:11:51.162059
6;0.0;2019-10-08 01:11:51.177718;2019-10-08 01:11:51.177718
7;0.0;2019-10-08 01:11:51.193300;2019-10-08 01:11:51.193300
8;0.0;2019-10-08 01:11:51.193300;2019-10-08 01:11:51.193300
9;0.0;2019-10-08 01:11:51.208921;2019-10-08 01:11:51.208921
10;0.0;2019-10-08 01:11:51.224542;2019-10-08 01:11:51.224542
