i exec;duracao (ms);hora início;hora fim
1;19167.407274246216;2019-10-08 03:58:40.063124;2019-10-08 03:58:59.230531
2;17105.311155319214;2019-10-08 03:59:02.854681;2019-10-08 03:59:19.959992
3;17199.039697647095;2019-10-08 03:59:23.459669;2019-10-08 03:59:40.658708
4;17777.106523513794;2019-10-08 03:59:44.189133;2019-10-08 04:00:01.966239
5;17839.59126472473;2019-10-08 04:00:05.512244;2019-10-08 04:00:23.351835
6;17152.256965637207;2019-10-08 04:00:26.913460;2019-10-08 04:00:44.065717
7;18084.431648254395;2019-10-08 04:00:47.549266;2019-10-08 04:01:05.633698
8;17152.220010757446;2019-10-08 04:01:09.132872;2019-10-08 04:01:26.285092
9;17308.38108062744;2019-10-08 04:01:29.957072;2019-10-08 04:01:47.265453
10;20776.360273361206;2019-10-08 04:01:50.967752;2019-10-08 04:02:11.744112
