i exec;duracao (ms);hora início;hora fim
1;6373.455762863159;2019-10-08 03:15:08.235415;2019-10-08 03:15:14.608870
2;8013.703107833862;2019-10-08 03:15:16.186663;2019-10-08 03:15:24.200366
3;8685.410499572754;2019-10-08 03:15:26.106213;2019-10-08 03:15:34.791624
4;8466.712713241577;2019-10-08 03:15:36.431909;2019-10-08 03:15:44.898622
5;6836.739301681519;2019-10-08 03:15:46.648215;2019-10-08 03:15:53.484955
6;5342.54264831543;2019-10-08 03:15:55.015846;2019-10-08 03:16:00.358389
7;5342.527627944946;2019-10-08 03:16:02.170418;2019-10-08 03:16:07.512946
8;6092.355012893677;2019-10-08 03:16:08.903206;2019-10-08 03:16:14.995561
9;6040.068626403809;2019-10-08 03:16:16.823258;2019-10-08 03:16:22.863326
10;5670.491456985474;2019-10-08 03:16:24.300501;2019-10-08 03:16:29.970993
