i exec;duracao (ms);hora início;hora fim
1;62.52932548522949;2019-10-08 03:29:05.317610;2019-10-08 03:29:05.380140
2;78.0644416809082;2019-10-08 03:29:05.411381;2019-10-08 03:29:05.489445
3;93.7659740447998;2019-10-08 03:29:05.520689;2019-10-08 03:29:05.614455
4;78.15027236938477;2019-10-08 03:29:05.645659;2019-10-08 03:29:05.723809
5;78.10544967651367;2019-10-08 03:29:05.755047;2019-10-08 03:29:05.833153
6;78.10616493225098;2019-10-08 03:29:05.864356;2019-10-08 03:29:05.942462
7;93.72997283935547;2019-10-08 03:29:05.973706;2019-10-08 03:29:06.067436
8;78.10711860656738;2019-10-08 03:29:06.098677;2019-10-08 03:29:06.176784
9;62.52264976501465;2019-10-08 03:29:06.208028;2019-10-08 03:29:06.270550
10;46.86760902404785;2019-10-08 03:29:06.707958;2019-10-08 03:29:06.754825
