i exec;duracao (ms);hora início;hora fim
1;374.9125003814697;2019-10-08 03:14:59.581198;2019-10-08 03:14:59.956110
2;390.57016372680664;2019-10-08 03:15:00.096660;2019-10-08 03:15:00.487230
3;359.2538833618164;2019-10-08 03:15:01.033975;2019-10-08 03:15:01.393229
4;343.62077713012695;2019-10-08 03:15:01.533871;2019-10-08 03:15:01.877492
5;390.521764755249;2019-10-08 03:15:02.033750;2019-10-08 03:15:02.424272
6;359.22861099243164;2019-10-08 03:15:02.564887;2019-10-08 03:15:02.924116
7;359.2791557312012;2019-10-08 03:15:03.080380;2019-10-08 03:15:03.439659
8;390.5336856842041;2019-10-08 03:15:03.580263;2019-10-08 03:15:03.970796
9;374.90177154541016;2019-10-08 03:15:04.142628;2019-10-08 03:15:04.517530
10;343.66846084594727;2019-10-08 03:15:04.658084;2019-10-08 03:15:05.001753
